mol_id,original_row_index,original_smiles,canonical_smiles,Eox,murcko_scaffold,molecular_target_key
138,7867,C1=C(CC2=NCCN2)CCc2ccccc21,C1=C(CC2=NCCN2)CCc2ccccc21,0.667,C1=C(CC2=NCCN2)CCc2ccccc21,C1=C(CC2=NCCN2)CCc2ccccc21||0.667
139,7873,C1=C(CC2=NCNC2)CCc2ccccc21,C1=C(CC2=NCNC2)CCc2ccccc21,0.717,C1=C(CC2=NCNC2)CCc2ccccc21,C1=C(CC2=NCNC2)CCc2ccccc21||0.717
140,13976,C1=C(CCC=C2c3ccccc3CCc3ccccc32)CNCC1,C1=C(CCC=C2c3ccccc3CCc3ccccc32)CNCC1,0.762,C1=C(CCC=C2c3ccccc3CCc3ccccc32)CNCC1,C1=C(CCC=C2c3ccccc3CCc3ccccc32)CNCC1||0.762
141,5117,C1=C(CCNCC2CC2)CCCC1,C1=C(CCNCC2CC2)CCCC1,0.927,C1=C(CCNCC2CC2)CCCC1,C1=C(CCNCC2CC2)CCCC1||0.927
142,8673,C1=C(CCNCC2CCCCC2)CCCC1,C1=C(CCNCC2CCCCC2)CCCC1,0.847,C1=C(CCNCC2CCCCC2)CCCC1,C1=C(CCNCC2CCCCC2)CCCC1||0.847
143,8155,C1=C(CCNCc2ccccc2)CCCC1,C1=C(CCNCc2ccccc2)CCCC1,0.906,C1=C(CCNCc2ccccc2)CCCC1,C1=C(CCNCc2ccccc2)CCCC1||0.906
144,13667,C1=C(CNC2CCCCC2)CCC(CNC2CCCCC2)C1,C1=C(CNC2CCCCC2)CCC(CNC2CCCCC2)C1,0.657,C1=C(CNC2CCCCC2)CCC(CNC2CCCCC2)C1,C1=C(CNC2CCCCC2)CCC(CNC2CCCCC2)C1||0.657
145,14848,C1=C(CNC2CCc3ccccc32)CCC(CNC2CCc3ccccc32)C1,C1=C(CNC2CCc3ccccc32)CCC(CNC2CCc3ccccc32)C1,0.678,C1=C(CNC2CCc3ccccc32)CCC(CNC2CCc3ccccc32)C1,C1=C(CNC2CCc3ccccc32)CCC(CNC2CCc3ccccc32)C1||0.678
146,14299,C1=C(CNCC2CCC(CNCC3=CCCCC3)CC2)CCCC1,C1=C(CNCC2CCC(CNCC3=CCCCC3)CC2)CCCC1,0.674,C1=C(CNCC2CCC(CNCC3=CCCCC3)CC2)CCCC1,C1=C(CNCC2CCC(CNCC3=CCCCC3)CC2)CCCC1||0.674
147,14365,C1=C(CNCC2CCCCC2)CCC(CNCC2CCCCC2)C1,C1=C(CNCC2CCCCC2)CCC(CNCC2CCCCC2)C1,0.711,C1=C(CNCC2CCCCC2)CCC(CNCC2CCCCC2)C1,C1=C(CNCC2CCCCC2)CCC(CNCC2CCCCC2)C1||0.711
148,14749,C1=C(CNCCC2CCCCC2)CCC(CNCCC2CCCCC2)C1,C1=C(CNCCC2CCCCC2)CCC(CNCCC2CCCCC2)C1,0.685,C1=C(CNCCC2CCCCC2)CCC(CNCCC2CCCCC2)C1,C1=C(CNCCC2CCCCC2)CCC(CNCCC2CCCCC2)C1||0.685
149,2879,C1=C(N2CCNCC2)CCC1,C1=C(N2CCNCC2)CCC1,0.235,C1=C(N2CCNCC2)CCC1,C1=C(N2CCNCC2)CCC1||0.235
150,4000,C1=C(N2CCNCC2)CCCC1,C1=C(N2CCNCC2)CCCC1,0.248,C1=C(N2CCNCC2)CCCC1,C1=C(N2CCNCC2)CCCC1||0.248
151,3412,C1=C(c2ccccc2)CCNC1,C1=C(c2ccccc2)CCNC1,0.851,C1=C(c2ccccc2)CCNC1,C1=C(c2ccccc2)CCNC1||0.851
152,8640,C1=C(c2ccccc2)NCC1c1ccccc1,C1=C(c2ccccc2)NCC1c1ccccc1,0.246,C1=C(c2ccccc2)NCC1c1ccccc1,C1=C(c2ccccc2)NCC1c1ccccc1||0.246
153,13812,C1=C(c2ccccc2)NN=C(c2ccccc2)C1c1ccccc1,C1=C(c2ccccc2)NN=C(c2ccccc2)C1c1ccccc1,0.126,C1=C(c2ccccc2)NN=C(c2ccccc2)C1c1ccccc1,C1=C(c2ccccc2)NN=C(c2ccccc2)C1c1ccccc1||0.126
154,13315,C1=C(c2ccccc2)Nc2ccccc2N=C1c1ccccc1,C1=C(c2ccccc2)Nc2ccccc2N=C1c1ccccc1,0.212,C1=C(c2ccccc2)Nc2ccccc2N=C1c1ccccc1,C1=C(c2ccccc2)Nc2ccccc2N=C1c1ccccc1||0.212
155,2463,C1=C(c2cccnc2)NCC1,C1=C(c2cccnc2)NCC1,0.352,C1=C(c2cccnc2)NCC1,C1=C(c2cccnc2)NCC1||0.352
156,2032,C1=C2C=C2c2ccccc2N1,C1=C2C=C2c2ccccc2N1,-0.222,C1=C2C=C2c2ccccc2N1,C1=C2C=C2c2ccccc2N1||-0.222
157,9539,C1=C2CCCNC2C2CC1C1CCCCN1C2,C1=C2CCCNC2C2CC1C1CCCCN1C2,0.744,C1=C2CCCNC2C2CC1C1CCCCN1C2,C1=C2CCCNC2C2CC1C1CCCCN1C2||0.744
158,1897,C1=C2NCCCN2CCC1,C1=C2NCCCN2CCC1,-0.066,C1=C2NCCCN2CCC1,C1=C2NCCCN2CCC1||-0.066
159,12956,C1=C2Nc3ccccc3C(NCc3ccccc3)C2=CCC1,C1=C2Nc3ccccc3C(NCc3ccccc3)C2=CCC1,0.017,C1=C2Nc3ccccc3C(NCc3ccccc3)C2=CCC1,C1=C2Nc3ccccc3C(NCc3ccccc3)C2=CCC1||0.017
160,6935,C1=CC(CCNCc2ccccc2)CC1,C1=CC(CCNCc2ccccc2)CC1,0.957,C1=CC(CCNCc2ccccc2)CC1,C1=CC(CCNCc2ccccc2)CC1||0.957
161,3426,C1=CC(Cc2ccccc2)NC1,C1=CC(Cc2ccccc2)NC1,0.875,C1=CC(Cc2ccccc2)NC1,C1=CC(Cc2ccccc2)NC1||0.875
162,2482,C1=CC(c2ccccc2)NO1,C1=CC(c2ccccc2)NO1,0.825,C1=CC(c2ccccc2)NO1,C1=CC(c2ccccc2)NO1||0.825
163,8526,C1=CC2=C3Nc4ccccc4C3C=CN2C=C1,C1=CC2=C3Nc4ccccc4C3C=CN2C=C1,-0.442,C1=CC2=C3Nc4ccccc4C3C=CN2C=C1,C1=CC2=C3Nc4ccccc4C3C=CN2C=C1||-0.442
164,987,C1=CC2C=CC(C=C1)N2,C1=CC2C=CC(C=C1)N2,1.074,C1=CC2C=CC(C=C1)N2,C1=CC2C=CC(C=C1)N2||1.074
165,273,C1=CC2C=CC1N2,C1=CC2C=CC1N2,0.906,C1=CC2C=CC1N2,C1=CC2C=CC1N2||0.906
166,1724,C1=CC2CC1C1CNCC21,C1=CC2CC1C1CNCC21,1.034,C1=CC2CC1C1CNCC21,C1=CC2CC1C1CNCC21||1.034
167,3695,C1=CC2CC1CC2CNC1CC1,C1=CC2CC1CC2CNC1CC1,1.067,C1=CC2CC1CC2CNC1CC1,C1=CC2CC1CC2CNC1CC1||1.067
168,14679,C1=CC2CC1CC2CNCC1CCC(CNCC2CC3C=CC2C3)CC1,C1=CC2CC1CC2CNCC1CCC(CNCC2CC3C=CC2C3)CC1,0.743,C1=CC2CC1CC2CNCC1CCC(CNCC2CC3C=CC2C3)CC1,C1=CC2CC1CC2CNCC1CCC(CNCC2CC3C=CC2C3)CC1||0.743
169,6142,C1=CC2CC1CC2CNCCN1CC1,C1=CC2CC1CC2CNCCN1CC1,0.965,C1=CC2CC1CC2CNCCN1CC1,C1=CC2CC1CC2CNCCN1CC1||0.965
170,7086,C1=CC2CC1CC2CNCc1ccco1,C1=CC2CC1CC2CNCc1ccco1,0.929,C1=CC2CC1CC2CNCc1ccco1,C1=CC2CC1CC2CNCc1ccco1||0.929
171,278,C1=CC2CC1CN2,C1=CC2CC1CN2,1.191,C1=CC2CC1CN2,C1=CC2CC1CN2||1.191
172,580,C1=CC2CCC(C1)N2,C1=CC2CCC(C1)N2,1.255,C1=CC2CCC(C1)N2,C1=CC2CCC(C1)N2||1.255
173,1030,C1=CC2CCC(C=C1)N2,C1=CC2CCC(C=C1)N2,0.94,C1=CC2CCC(C=C1)N2,C1=CC2CCC(C=C1)N2||0.94
174,579,C1=CC2CCC1CN2,C1=CC2CCC1CN2,0.927,C1=CC2CCC1CN2,C1=CC2CCC1CN2||0.927
175,11105,C1=CC2CCC1CN2CCC1CNc2ccccc21,C1=CC2CCC1CN2CCC1CNc2ccccc21,0.489,C1=CC2CCC1CN2CCC1CNc2ccccc21,C1=CC2CCC1CN2CCC1CNc2ccccc21||0.489
176,279,C1=CC2CCC1N2,C1=CC2CCC1N2,1.313,C1=CC2CCC1N2,C1=CC2CCC1N2||1.313
177,613,C1=CC2CCC1NO2,C1=CC2CCC1NO2,0.988,C1=CC2CCC1NO2,C1=CC2CCC1NO2||0.988
178,1097,C1=CC2CCCCC1N2,C1=CC2CCCCC1N2,1.288,C1=CC2CCCCC1N2,C1=CC2CCCCC1N2||1.288
179,1118,C1=CC2CCCNC2N1,C1=CC2CCCNC2N1,0.46,C1=CC2CCCNC2N1,C1=CC2CCCNC2N1||0.46
180,581,C1=CC2CNCC1C2,C1=CC2CNCC1C2,0.89,C1=CC2CNCC1C2,C1=CC2CNCC1C2||0.89
181,6431,C1=CC2NC(c3ccccc3)=CN2C=C1,C1=CC2NC(c3ccccc3)=CN2C=C1,-0.117,C1=CC2NC(c3ccccc3)=CN2C=C1,C1=CC2NC(c3ccccc3)=CN2C=C1||-0.117
182,2200,C1=CC2NC1c1ccccc12,C1=CC2NC1c1ccccc12,0.933,C1=CC2NC1c1ccccc12,C1=CC2NC1c1ccccc12||0.933
183,283,C1=CC2NCCC12,C1=CC2NCCC12,0.958,C1=CC2NCCC12,C1=CC2NCCC12||0.958
184,1780,C1=CC2NCCCN2C=C1,C1=CC2NCCCN2C=C1,0.136,C1=CC2NCCCN2C=C1,C1=CC2NCCCN2C=C1||0.136
185,8722,C1=CC2c3ccc4cnccc4c3NCC2C1,C1=CC2c3ccc4cnccc4c3NCC2C1,0.38,C1=CC2c3ccc4cnccc4c3NCC2C1,C1=CC2c3ccc4cnccc4c3NCC2C1||0.38
186,10658,C1=CC2c3ccccc3NC(c3ccncc3)C2C1,C1=CC2c3ccccc3NC(c3ccncc3)C2C1,0.491,C1=CC2c3ccccc3NC(c3ccncc3)C2C1,C1=CC2c3ccccc3NC(c3ccncc3)C2C1||0.491
187,2199,C1=CC=C2C=CC=CC(=C1)N2,C1=CC=C2C=CC=CC(=C1)N2,0.804,C1=CC=C2C=CC=CC(=C1)N2,C1=CC=C2C=CC=CC(=C1)N2||0.804
188,277,C1=CC=NNC=C1,C1=CC=NNC=C1,0.198,C1=CC=NNC=C1,C1=CC=NNC=C1||0.198
189,2841,C1=CCC(CNC2CC2)CC1,C1=CCC(CNC2CC2)CC1,1.067,C1=CCC(CNC2CC2)CC1,C1=CCC(CNC2CC2)CC1||1.067
190,7307,C1=CCC(CNCC2CC=CCC2)CC1,C1=CCC(CNCC2CC=CCC2)CC1,0.894,C1=CCC(CNCC2CC=CCC2)CC1,C1=CCC(CNCC2CC=CCC2)CC1||0.894
191,10183,C1=CCC(CNCCc2c[nH]c3ccccc23)C1,C1=CCC(CNCCc2c[nH]c3ccccc23)C1,0.482,C1=CCC(CNCCc2c[nH]c3ccccc23)C1,C1=CCC(CNCCc2c[nH]c3ccccc23)C1||0.482
192,3483,C1=CCC(c2cccnc2)NC1,C1=CCC(c2cccnc2)NC1,1.019,C1=CCC(c2cccnc2)NC1,C1=CCC(c2cccnc2)NC1||1.019
193,4672,C1=CCC23CC=CCC2(C1)CNC3,C1=CCC23CC=CCC2(C1)CNC3,0.856,C1=CCC23CC=CCC2(C1)CNC3,C1=CCC23CC=CCC2(C1)CNC3||0.856
194,2524,C1=CCC23CC=CCC2(C1)N3,C1=CCC23CC=CCC2(C1)N3,1.153,C1=CCC23CC=CCC2(C1)N3,C1=CCC23CC=CCC2(C1)N3||1.153
195,1571,C1=CCC2=CC=CNC2=C1,C1=CCC2=CC=CNC2=C1,-0.243,C1=CCC2=CC=CNC2=C1,C1=CCC2=CC=CNC2=C1||-0.243
196,10174,C1=CCC2CC3C4C=CC=CC4CN3NCC2=C1,C1=CCC2CC3C4C=CC=CC4CN3NCC2=C1,0.508,C1=CCC2CC3C4C=CC=CC4CN3NCC2=C1,C1=CCC2CC3C4C=CC=CC4CN3NCC2=C1||0.508
197,41,C1=CCNC1,C1=CCNC1,0.975,C1=CCNC1,C1=CCNC1||0.975
198,115,C1=CCNC=C1,C1=CCNC=C1,0.166,C1=CCNC=C1,C1=CCNC=C1||0.166
199,126,C1=CCNCC1,C1=CCNCC1,1.082,C1=CCNCC1,C1=CCNCC1||1.082
200,146,C1=CCONC1,C1=CCONC1,1.351,C1=CCONC1,C1=CCONC1||1.351
201,114,C1=CNC=CC1,C1=CNC=CC1,0.202,C1=CNC=CC1,C1=CNC=CC1||0.202
202,118,C1=CNC=CN1,C1=CNC=CN1,-0.879,C1=CNC=CN1,C1=CNC=CN1||-0.879
203,42,C1=CNCC1,C1=CNCC1,0.444,C1=CNCC1,C1=CNCC1||0.444
204,119,C1=CNCC=N1,C1=CNCC=N1,0.341,C1=CNCC=N1,C1=CNCC=N1||0.341
205,116,C1=CNCN=C1,C1=CNCN=C1,0.583,C1=CNCN=C1,C1=CNCN=C1||0.583
206,120,C1=CNNC=C1,C1=CNNC=C1,-0.554,C1=CNNC=C1,C1=CNNC=C1||-0.554
207,5216,C1=CNc2c3c(ccc2=C1)=CC=CN3,C1=CNc2c3c(ccc2=C1)=CC=CN3,-0.937,C1=CNc2c3c(ccc2=C1)=CC=CN3,C1=CNc2c3c(ccc2=C1)=CC=CN3||-0.937
208,2317,C1=CNc2ccccc2C=N1,C1=CNc2ccccc2C=N1,0.12,C1=CNc2ccccc2C=N1,C1=CNc2ccccc2C=N1||0.12
209,2319,C1=CNc2ccccc2N=C1,C1=CNc2ccccc2N=C1,0.343,C1=CNc2ccccc2N=C1,C1=CNc2ccccc2N=C1||0.343
210,999,C1=Cc2cc[nH]c2NC1,C1=Cc2cc[nH]c2NC1,-0.25,C1=Cc2cc[nH]c2NC1,C1=Cc2cc[nH]c2NC1||-0.25
211,5386,C1=Cc2ccc3c(c2NC1)NCC=C3,C1=Cc2ccc3c(c2NC1)NCC=C3,0.037,C1=Cc2ccc3c(c2NC1)NCC=C3,C1=Cc2ccc3c(c2NC1)NCC=C3||0.037
212,5215,C1=Cc2ccc3cccnc3c2NC1,C1=Cc2ccc3cccnc3c2NC1,0.287,C1=Cc2ccc3cccnc3c2NC1,C1=Cc2ccc3cccnc3c2NC1||0.287
213,12186,C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21,C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21,0.686,C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21,C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21||0.686
214,8641,C1=Cc2ccccc2C(c2ccccc2)NC1,C1=Cc2ccccc2C(c2ccccc2)NC1,0.738,C1=Cc2ccccc2C(c2ccccc2)NC1,C1=Cc2ccccc2C(c2ccccc2)NC1||0.738
215,1574,C1=Cc2ccccc2CN1,C1=Cc2ccccc2CN1,0.244,C1=Cc2ccccc2CN1,C1=Cc2ccccc2CN1||0.244
216,2315,C1=Cc2ccccc2NN=C1,C1=Cc2ccccc2NN=C1,0.591,C1=Cc2ccccc2NN=C1,C1=Cc2ccccc2NN=C1||0.591
217,6180,C1=Cc2ccccc2Nc2ccccc21,C1=Cc2ccccc2Nc2ccccc21,0.215,C1=Cc2ccccc2Nc2ccccc21,C1=Cc2ccccc2Nc2ccccc21||0.215
218,5208,C1=Cn2cccc2Nc2ccccc21,C1=Cn2cccc2Nc2ccccc21,-0.037,C1=Cn2cccc2Nc2ccccc21,C1=Cn2cccc2Nc2ccccc21||-0.037
219,11454,C1=NC(C2CC2)c2ccc3c([nH]c4ccccc43)c2N1,C1=NC(C2CC2)c2ccc3c([nH]c4ccccc43)c2N1,0.216,C1=NC(C2CC2)c2ccc3c([nH]c4ccccc43)c2N1,C1=NC(C2CC2)c2ccc3c([nH]c4ccccc43)c2N1||0.216
220,8724,C1=NC(c2ccccc2)NC1c1ccccc1,C1=NC(c2ccccc2)NC1c1ccccc1,1.024,C1=NC(c2ccccc2)NC1c1ccccc1,C1=NC(c2ccccc2)NC1c1ccccc1||1.024
221,8518,C1=NC2c3ccccc3-c3ccccc3C2N1,C1=NC2c3ccccc3-c3ccccc3C2N1,0.884,C1=NC2c3ccccc3-c3ccccc3C2N1,C1=NC2c3ccccc3-c3ccccc3C2N1||0.884
222,3824,C1=NCCCC1=C1CCCCN1,C1=NCCCC1=C1CCCCN1,0.382,C1=NCCCC1=C1CCCCN1,C1=NCCCC1=C1CCCCN1||0.382
223,136,C1=NCCCN1,C1=NCCCN1,1.033,C1=NCCCN1,C1=NCCCN1||1.033
224,46,C1=NCCN1,C1=NCCN1,1.074,C1=NCCN1,C1=NCCN1||1.074
225,1614,C1=NCc2ccccc2N1,C1=NCc2ccccc2N1,0.617,C1=NCc2ccccc2N1,C1=NCc2ccccc2N1||0.617
226,2464,C1=NNC(c2ccccc2)C1,C1=NNC(c2ccccc2)C1,0.641,C1=NNC(c2ccccc2)C1,C1=NNC(c2ccccc2)C1||0.641
227,45,C1=NNCC1,C1=NNCC1,0.686,C1=NNCC1,C1=NNCC1||0.686
228,142,C1=NNCCC1,C1=NNCCC1,0.75,C1=NNCCC1,C1=NNCCC1||0.75
229,4057,C1=Nc2cccc3cccc(c23)N1,C1=Nc2cccc3cccc(c23)N1,0.238,C1=Nc2cccc3cccc(c23)N1,C1=Nc2cccc3cccc(c23)N1||0.238
230,6310,C1=Nc2ccccc2-c2ccccc2N1,C1=Nc2ccccc2-c2ccccc2N1,0.593,C1=Nc2ccccc2-c2ccccc2N1,C1=Nc2ccccc2-c2ccccc2N1||0.593
231,6301,C1=c2ccccc2=NNc2ccccc21,C1=c2ccccc2=NNc2ccccc21,0.307,C1=c2ccccc2=NNc2ccccc21,C1=c2ccccc2=NNc2ccccc21||0.307
232,2506,C1C2C3CC4C1C1C2NC3C41,C1C2C3CC4C1C1C2NC3C41,1.245,C1C2C3CC4C1C1C2NC3C41,C1C2C3CC4C1C1C2NC3C41||1.245
233,3727,C1C2CC3CC1C1CC2CC3N1,C1C2CC3CC1C1CC2CC3N1,0.73,C1C2CC3CC1C1CC2CC3N1,C1C2CC3CC1C1CC2CC3N1||0.73
234,1876,C1C2CC3CC1CC(C2)N3,C1C2CC3CC1CC(C2)N3,0.894,C1C2CC3CC1CC(C2)N3,C1C2CC3CC1CC(C2)N3||0.894
235,4137,C1CC(C2CCNCC2)CCN1,C1CC(C2CCNCC2)CCN1,0.855,C1CC(C2CCNCC2)CCN1,C1CC(C2CCNCC2)CCN1||0.855
236,6457,C1CC(CCC2CCNCC2)CCN1,C1CC(CCC2CCNCC2)CCN1,0.966,C1CC(CCC2CCNCC2)CCN1,C1CC(CCC2CCNCC2)CCN1||0.966
237,3025,C1CC(CN2CCNCC2)C1,C1CC(CN2CCNCC2)C1,0.915,C1CC(CN2CCNCC2)C1,C1CC(CN2CCNCC2)C1||0.915
238,14298,C1CC(CNC2CC3CCC2C3)CCC1CNC1CC2CCC1C2,C1CC(CNC2CC3CCC2C3)CCC1CNC1CC2CCC1C2,0.826,C1CC(CNC2CC3CCC2C3)CCC1CNC1CC2CCC1C2,C1CC(CNC2CC3CCC2C3)CCC1CNC1CC2CCC1C2||0.826
239,14718,C1CC(CNCC2CC3CCC2C3)CCC1CNCC1CC2CCC1C2,C1CC(CNCC2CC3CCC2C3)CCC1CNCC1CC2CCC1C2,0.767,C1CC(CNCC2CC3CCC2C3)CCC1CNCC1CC2CCC1C2,C1CC(CNCC2CC3CCC2C3)CCC1CNCC1CC2CCC1C2||0.767
240,12466,C1CC(CNCC2CCC(CNCC3CCC3)CC2)C1,C1CC(CNCC2CCC(CNCC3CCC3)CC2)C1,0.848,C1CC(CNCC2CCC(CNCC3CCC3)CC2)C1,C1CC(CNCC2CCC(CNCC3CCC3)CC2)C1||0.848
241,1102,C1CC2(C1)NC21CCC1,C1CC2(C1)NC21CCC1,1.16,C1CC2(C1)NC21CCC1,C1CC2(C1)NC21CCC1||1.16
242,1871,C1CC2CC1C1CNCC21,C1CC2CC1C1CNCC21,0.943,C1CC2CC1C1CNCC21,C1CC2CC1C1CNCC21||0.943
243,3961,C1CC2CC1CC2CNC1CC1,C1CC2CC1CC2CNC1CC1,1.077,C1CC2CC1CC2CNC1CC1,C1CC2CC1CC2CNC1CC1||1.077
244,9602,C1CC2CC1CC2CNCC1CC2CCC1C2,C1CC2CC1CC2CNCC1CC2CCC1C2,0.879,C1CC2CC1CC2CNCC1CC2CCC1C2,C1CC2CC1CC2CNCC1CC2CCC1C2||0.879
245,297,C1CC2CC1CN2,C1CC2CC1CN2,0.967,C1CC2CC1CN2,C1CC2CC1CN2||0.967
246,626,C1CC2CCC(C1)N2,C1CC2CCC(C1)N2,0.958,C1CC2CCC(C1)N2,C1CC2CCC(C1)N2||0.958
247,1167,C1CC2CCC(CC2)N1,C1CC2CCC(CC2)N1,0.913,C1CC2CCC(CC2)N1,C1CC2CCC(CC2)N1||0.913
248,620,C1CC2CCC1CN2,C1CC2CCC1CN2,0.856,C1CC2CCC1CN2,C1CC2CCC1CN2||0.856
249,1153,C1CC2CCC1CNC2,C1CC2CCC1CNC2,0.864,C1CC2CCC1CNC2,C1CC2CCC1CNC2||0.864
250,299,C1CC2CCC1N2,C1CC2CCC1N2,1.318,C1CC2CCC1N2,C1CC2CCC1N2||1.318
251,1165,C1CC2CCCC(C1)N2,C1CC2CCCC(C1)N2,0.909,C1CC2CCCC(C1)N2,C1CC2CCCC(C1)N2||0.909
252,636,C1CC2CNC(C1)C2,C1CC2CNC(C1)C2,0.954,C1CC2CNC(C1)C2,C1CC2CNC(C1)C2||0.954
253,670,C1CC2CNC1CN2,C1CC2CNC1CN2,0.645,C1CC2CNC1CN2,C1CC2CNC1CN2||0.645
254,1154,C1CC2CNCC(C1)C2,C1CC2CNCC(C1)C2,0.856,C1CC2CNCC(C1)C2,C1CC2CNCC(C1)C2||0.856
255,624,C1CC2CNCC2C1,C1CC2CNCC2C1,1.022,C1CC2CNCC2C1,C1CC2CNCC2C1||1.022
256,1230,C1CC2CNCC2CN1,C1CC2CNCC2CN1,0.854,C1CC2CNCC2CN1,C1CC2CNCC2CN1||0.854
257,1225,C1CC2CNCCN2C1,C1CC2CNCCN2C1,0.986,C1CC2CNCCN2C1,C1CC2CNCCN2C1||0.986
258,2851,C1CC2NC3CCCC3C2C1,C1CC2NC3CCCC3C2C1,0.875,C1CC2NC3CCCC3C2C1,C1CC2NC3CCCC3C2C1||0.875
259,143,C1CC2NN2C1,C1CC2NN2C1,1.588,C1CC2NN2C1,C1CC2NN2C1||1.588
260,12403,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,0.608,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1||0.608
261,8482,C1CCC(C23CC4CC(CC(C4)C2)C3)NC1,C1CCC(C23CC4CC(CC(C4)C2)C3)NC1,0.918,C1CCC(C23CC4CC(CC(C4)C2)C3)NC1,C1CCC(C23CC4CC(CC(C4)C2)C3)NC1||0.918
262,8483,C1CCC(C2C3CC4CC(C3)CC2C4)NC1,C1CCC(C2C3CC4CC(C3)CC2C4)NC1,0.909,C1CCC(C2C3CC4CC(C3)CC2C4)NC1,C1CCC(C2C3CC4CC(C3)CC2C4)NC1||0.909
263,4036,C1CCC(C2CCCCN2)CC1,C1CCC(C2CCCCN2)CC1,0.959,C1CCC(C2CCCCN2)CC1,C1CCC(C2CCCCN2)CC1||0.959
264,4131,C1CCC(C2CCCCN2)NC1,C1CCC(C2CCCCN2)NC1,0.823,C1CCC(C2CCCCN2)NC1,C1CCC(C2CCCCN2)NC1||0.823
265,4126,C1CCC(C2CCCNC2)NC1,C1CCC(C2CCCNC2)NC1,0.824,C1CCC(C2CCCNC2)NC1,C1CCC(C2CCCNC2)NC1||0.824
266,14722,C1CCC(C2CCNC3C2CCC2C(C4CCCCC4)CCNC23)CC1,C1CCC(C2CCNC3C2CCC2C(C4CCCCC4)CCNC23)CC1,0.538,C1CCC(C2CCNC3C2CCC2C(C4CCCCC4)CCNC23)CC1,C1CCC(C2CCNC3C2CCC2C(C4CCCCC4)CCNC23)CC1||0.538
267,4053,C1CCC(C2CCNCC2)CC1,C1CCC(C2CCNCC2)CC1,1.001,C1CCC(C2CCNCC2)CC1,C1CCC(C2CCNCC2)CC1||1.001
268,5193,C1CCC(CC2CCNCC2)CC1,C1CCC(CC2CCNCC2)CC1,0.975,C1CCC(CC2CCNCC2)CC1,C1CCC(CC2CCNCC2)CC1||0.975
269,6463,C1CCC(CCC2CCCCN2)NC1,C1CCC(CCC2CCCCN2)NC1,0.702,C1CCC(CCC2CCCCN2)NC1,C1CCC(CCC2CCCCN2)NC1||0.702
270,9920,C1CCC(CCCCNC2CCCCC2)CC1,C1CCC(CCCCNC2CCCCC2)CC1,0.75,C1CCC(CCCCNC2CCCCC2)CC1,C1CCC(CCCCNC2CCCCC2)CC1||0.75
271,5262,C1CCC(CCN2CCCC2)NC1,C1CCC(CCN2CCCC2)NC1,0.816,C1CCC(CCN2CCCC2)NC1,C1CCC(CCN2CCCC2)NC1||0.816
272,14404,C1CCC(CCNC2CCC(NCCC3CCCCC3)CC2)CC1,C1CCC(CCNC2CCC(NCCC3CCCCC3)CC2)CC1,0.616,C1CCC(CCNC2CCC(NCCC3CCCCC3)CC2)CC1,C1CCC(CCNC2CCC(NCCC3CCCCC3)CC2)CC1||0.616
273,9921,C1CCC(CCNCCC2CCCCC2)CC1,C1CCC(CCNCCC2CCCCC2)CC1,0.728,C1CCC(CCNCCC2CCCCC2)CC1,C1CCC(CCNCCC2CCCCC2)CC1||0.728
274,4139,C1CCC(CN2CCNCC2)C1,C1CCC(CN2CCNCC2)C1,0.892,C1CCC(CN2CCNCC2)C1,C1CCC(CN2CCNCC2)C1||0.892
275,2922,C1CCC(CNC2CC2)CC1,C1CCC(CNC2CC2)CC1,1.058,C1CCC(CNC2CC2)CC1,C1CCC(CNC2CC2)CC1||1.058
276,13737,C1CCC(CNC2CCC(NCC3CCCCC3)CC2)CC1,C1CCC(CNC2CCC(NCC3CCCCC3)CC2)CC1,0.691,C1CCC(CNC2CCC(NCC3CCCCC3)CC2)CC1,C1CCC(CNC2CCC(NCC3CCCCC3)CC2)CC1||0.691
277,6394,C1CCC(CNC2CCCCC2)CC1,C1CCC(CNC2CCCCC2)CC1,0.883,C1CCC(CNC2CCCCC2)CC1,C1CCC(CNC2CCCCC2)CC1||0.883
278,14120,C1CCC(CNCC2CCC(CNC3CCCCC3)CC2)CC1,C1CCC(CNCC2CCC(CNC3CCCCC3)CC2)CC1,0.666,C1CCC(CNCC2CCC(CNC3CCCCC3)CC2)CC1,C1CCC(CNCC2CCC(CNC3CCCCC3)CC2)CC1||0.666
279,13736,C1CCC(CNCC2CCC(CNCC3CCCC3)CC2)C1,C1CCC(CNCC2CCC(CNCC3CCCC3)CC2)C1,0.737,C1CCC(CNCC2CCC(CNCC3CCCC3)CC2)C1,C1CCC(CNCC2CCC(CNCC3CCCC3)CC2)C1||0.737
280,14405,C1CCC(CNCC2CCC(CNCC3CCCCC3)CC2)CC1,C1CCC(CNCC2CCC(CNCC3CCCCC3)CC2)CC1,0.647,C1CCC(CNCC2CCC(CNCC3CCCCC3)CC2)CC1,C1CCC(CNCC2CCC(CNCC3CCCCC3)CC2)CC1||0.647
